GENE PRODUCT DB	GENE PRODUCT ID	QUALIFIER	GO TERM	GO NAME	TAXON ID	GO ASPECT
UniProtKB	A0A0G3HUT6	part_of	GO:0043190	ATP-binding cassette (ABC) transporter complex	83333	C
UniProtKB	A0A0H2UKY9	part_of	GO:0005737	cytoplasm	1403831	C
UniProtKB	A0A0H2UKY9	part_of	GO:0005737	cytoplasm	1403831	C
UniProtKB	A0A0H2UKY9	part_of	GO:0005737	cytoplasm	1403831	C
UniProtKB	A0A0H2UKY9	part_of	GO:0005737	cytoplasm	1403831	C
UniProtKB	A0A0H2UKZ0	part_of	GO:0005737	cytoplasm	1403831	C
UniProtKB	A0A0H2UKZ0	part_of	GO:0005737	cytoplasm	1403831	C
UniProtKB	A0A0H2UKZ0	part_of	GO:0005737	cytoplasm	1403831	C
UniProtKB	A0A0H2UKZ0	part_of	GO:0005737	cytoplasm	1403831	C
UniProtKB	A0A0J9X1X4	part_of	GO:0005737	cytoplasm	1110693	C
UniProtKB	A0A0J9X1X4	part_of	GO:0005737	cytoplasm	1110693	C
UniProtKB	A0A0J9X1X4	part_of	GO:0005737	cytoplasm	1110693	C
UniProtKB	A0A0M3KKV1	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	A0A0M3KKV1	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	A0A0M3KKV1	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	A0A0S1EZS3	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A0A0S1EZS3	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A0A0S1EZS3	part_of	GO:0016020	membrane	83333	C
UniProtKB	A0A0T7C0U2	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A0A0T7C0U2	part_of	GO:0016020	membrane	83333	C
UniProtKB	A0A0T7C0U2	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A0A223DQQ7	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQQ7	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQR7	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQR7	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQR9	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQR9	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQR9	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQS0	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQS0	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQS7	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQS7	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQS8	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQS8	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQS8	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQT0	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQT0	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQT2	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQT2	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQT2	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQT4	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQT4	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQU4	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQU4	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQU6	part_of	GO:0043684	type IV secretion system complex	511145	C
UniProtKB	A0A223DQU7	part_of	GO:0019867	outer membrane	511145	C
UniProtKB	A0A223DQV8	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQV8	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQV9	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQV9	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQX0	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQX0	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQX5	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQX5	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQY6	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQY6	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQY6	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQY8	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQY8	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DQZ1	part_of	GO:0005737	cytoplasm	511145	C
UniProtKB	A0A223DQZ1	part_of	GO:0005737	cytoplasm	511145	C
UniProtKB	A0A223DQZ2	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DQZ2	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DR06	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A0A223DR06	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DR37	part_of	GO:0016020	membrane	511145	C
UniProtKB	A0A223DR37	part_of	GO:0016021	integral component of membrane	511145	C
UniProtKB	A5A605	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A5A605	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A605	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A615	part_of	GO:0005887	integral component of plasma membrane	83333	C
UniProtKB	A5A615	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A615	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A615	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A615	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A5A615	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A615	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A616	part_of	GO:0005887	integral component of plasma membrane	83333	C
UniProtKB	A5A616	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A616	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A616	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A616	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A5A616	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A616	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A617	part_of	GO:0005887	integral component of plasma membrane	83333	C
UniProtKB	A5A618	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A5A618	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A618	part_of	GO:0005887	integral component of plasma membrane	83333	C
UniProtKB	A5A618	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A618	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A5A618	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A618	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A618	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A621	part_of	GO:0005737	cytoplasm	83333	C
UniProtKB	A5A621	part_of	GO:0005737	cytoplasm	83333	C
UniProtKB	A5A624	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A624	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A5A624	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A624	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A624	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A624	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A627	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A627	part_of	GO:0005887	integral component of plasma membrane	83333	C
UniProtKB	A5A627	part_of	GO:0005887	integral component of plasma membrane	83333	C
UniProtKB	A5A627	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A627	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A627	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A627	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A5A627	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A630	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A5A630	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A630	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A5A630	part_of	GO:0016020	membrane	83333	C
UniProtKB	A5A630	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A8DYQ1	part_of	GO:0005887	integral component of plasma membrane	83333	C
UniProtKB	A8DYQ1	part_of	GO:0016020	membrane	83333	C
UniProtKB	A8DYQ1	part_of	GO:0016021	integral component of membrane	83333	C
UniProtKB	A8DYQ1	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A8DYQ1	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	A8DYQ1	part_of	GO:0005886	plasma membrane	83333	C
UniProtKB	B1X631	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X631	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X631	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X654	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X654	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X654	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X656	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X656	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X656	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X671	part_of	GO:0009380	excinuclease repair complex	316385	C
UniProtKB	B1X671	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X671	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X671	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X683	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X683	part_of	GO:0005829	cytosol	316385	C
UniProtKB	B1X683	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X691	part_of	GO:0009288	bacterial-type flagellum	316385	C
UniProtKB	B1X691	part_of	GO:0009288	bacterial-type flagellum	316385	C
UniProtKB	B1X691	part_of	GO:0009425	bacterial-type flagellum basal body	316385	C
UniProtKB	B1X6A8	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6A8	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6A8	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6A8	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6B7	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6B7	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6B7	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6C1	part_of	GO:0005887	integral component of plasma membrane	316385	C
UniProtKB	B1X6C1	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6C1	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6C1	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X6C1	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X6C1	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6C1	part_of	GO:0005887	integral component of plasma membrane	316385	C
UniProtKB	B1X6C4	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6C4	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6C4	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6D5	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6D5	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6D5	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6E1	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6E1	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6E1	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6E2	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X6E2	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6E2	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6E2	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X6E2	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X6E2	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6E2	part_of	GO:0005887	integral component of plasma membrane	316385	C
UniProtKB	B1X6E6	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6E6	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6E8	part_of	GO:0015935	small ribosomal subunit	316385	C
UniProtKB	B1X6E8	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6E9	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6E9	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F1	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F1	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F3	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F3	part_of	GO:0015934	large ribosomal subunit	316385	C
UniProtKB	B1X6F3	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F4	part_of	GO:0015934	large ribosomal subunit	316385	C
UniProtKB	B1X6F4	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F6	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F6	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F7	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F7	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F8	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F8	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F9	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6F9	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G0	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G0	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G1	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G1	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G2	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G2	part_of	GO:0015934	large ribosomal subunit	316385	C
UniProtKB	B1X6G2	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G3	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G3	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G4	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G4	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G5	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G5	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G6	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G6	part_of	GO:0015934	large ribosomal subunit	316385	C
UniProtKB	B1X6G6	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G7	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G7	part_of	GO:0015935	small ribosomal subunit	316385	C
UniProtKB	B1X6G7	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G8	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6G8	part_of	GO:0015934	large ribosomal subunit	316385	C
UniProtKB	B1X6G8	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6H0	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6H0	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6H1	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6H1	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6H2	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6H2	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6J0	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J0	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J0	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J1	part_of	GO:0015935	small ribosomal subunit	316385	C
UniProtKB	B1X6J1	part_of	GO:0005840	ribosome	316385	C
UniProtKB	B1X6J2	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J2	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J2	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J2	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J3	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J3	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J3	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J4	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J4	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J4	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6J4	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6K0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6K0	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X6K0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6K0	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X6K0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6K0	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X6K0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6K0	part_of	GO:0005887	integral component of plasma membrane	316385	C
UniProtKB	B1X6K1	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6K1	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X6K1	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6K1	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6L3	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6L3	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6L3	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6L3	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6M7	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X6M7	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6M7	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X6M7	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6M7	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X6M7	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6M7	part_of	GO:0005887	integral component of plasma membrane	316385	C
UniProtKB	B1X6M8	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X6M8	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6M8	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X6M8	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6M8	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X6M8	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6M8	part_of	GO:0005887	integral component of plasma membrane	316385	C
UniProtKB	B1X6M9	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6M9	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6M9	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X6M9	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X6M9	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6M9	part_of	GO:0005887	integral component of plasma membrane	316385	C
UniProtKB	B1X6S1	part_of	GO:0042597	periplasmic space	316385	C
UniProtKB	B1X6S1	part_of	GO:0042597	periplasmic space	316385	C
UniProtKB	B1X6S1	part_of	GO:0042597	periplasmic space	316385	C
UniProtKB	B1X6S1	part_of	GO:0042597	periplasmic space	316385	C
UniProtKB	B1X6S4	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6S4	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6S4	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6T0	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X6T0	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X6T0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6T0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6T0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6T0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X6V6	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6V6	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6V6	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6V6	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6W1	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6W1	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6W1	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6W2	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6W2	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X6W2	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X712	part_of	GO:0005887	integral component of plasma membrane	316385	C
UniProtKB	B1X712	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X712	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X712	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X712	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X712	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X712	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X736	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X736	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X736	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X736	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X737	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X737	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X737	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X748	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X748	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X748	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X748	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X750	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X750	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X750	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X758	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X758	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X758	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X765	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X765	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X765	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X769	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X769	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X769	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X769	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X769	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X769	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X769	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X770	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X770	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X770	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X770	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7A9	part_of	GO:0009380	excinuclease repair complex	316385	C
UniProtKB	B1X7A9	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7A9	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7A9	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7B1	part_of	GO:0019008	molybdopterin synthase complex	316385	C
UniProtKB	B1X7C5	part_of	GO:0042597	periplasmic space	316385	C
UniProtKB	B1X7C5	part_of	GO:0042597	periplasmic space	316385	C
UniProtKB	B1X7C5	part_of	GO:0042597	periplasmic space	316385	C
UniProtKB	B1X7D7	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7D7	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7D7	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7D7	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7E2	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7E2	part_of	GO:0009295	nucleoid	316385	C
UniProtKB	B1X7E2	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7H0	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X7H0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H0	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X7H0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H0	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H1	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X7H1	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H1	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X7H1	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X7H1	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H1	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H1	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H2	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X7H2	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X7H2	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H2	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H2	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X7H2	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H2	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H3	part_of	GO:0005887	integral component of plasma membrane	316385	C
UniProtKB	B1X7H3	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X7H3	part_of	GO:0016021	integral component of membrane	316385	C
UniProtKB	B1X7H3	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H3	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H3	part_of	GO:0016020	membrane	316385	C
UniProtKB	B1X7H3	part_of	GO:0005886	plasma membrane	316385	C
UniProtKB	B1X7H3	part_of	GO:0005887	integral component of plasma membrane	316385	C
UniProtKB	B1X7I0	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7I0	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7I0	part_of	GO:0005737	cytoplasm	316385	C
UniProtKB	B1X7K4	part_of	GO:0005737	cytoplasm	316385	C
